Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
108217120986234,King Of Clothes,These ads ran without a disclaimer,799.0,9
182031055732234,Balzeo,Balzeo,799.0,13
200915380548570,HYUNDAI LONS LE SAUNIER,These ads ran without a disclaimer,799.0,1
170921122919800,Démocratie & Socialisme - Revue de la Gauche démocratique et sociale,GDS,798.0,17
108825848032313,Ynergie Opération,These ads ran without a disclaimer,798.0,3
458373427654782,francetv slash,These ads ran without a disclaimer,798.0,26
106591265386794,Groupe Pintat Energies,These ads ran without a disclaimer,797.0,26
101321455680648,L'Express Franchise & Commerce associé,These ads ran without a disclaimer,796.0,17
418025201668160,Solidaires Isère,Etienne Jean-François Ciapin,796.0,17
100373208822799,LLUM,LLUM,795.0,16
1598373817126266,Chacun Cherche Son Film,Chacun Cherche Son Film,795.0,7
421232331669219,Cinéma Israélien,Luckytime,795.0,34
323005924572565,Ambasada României în Franța / Ambassade de Roumanie en France,Ambasada României în Franța / Ambassade de Roumanie en France,794.0,20
209445639525824,Wake Up Lyon - Live Escape Game,These ads ran without a disclaimer,794.0,114
1789996711104166,Borsa Yatırım Danışmanı,These ads ran without a disclaimer,794.0,1
267112676819291,Fun Hospital （逗趣醫院）,These ads ran without a disclaimer,794.0,2
112527806991750,Maison Facile,Stephane Bruno Gilbert  Froger,793.0,11
1915593528554408,Maison de Ma région-Auch,La Région Occitanie / Pyrénées-Méditerranée,791.0,8
102494749021915,Fonds de dotation Océanopolis Acts,Océanopolis Acts,790.0,18
372099973179499,Cinéma latino,Cinéma latino,789.0,30
637704706331316,Hanabi,These ads ran without a disclaimer,789.0,24
140150356406164,Au Coeur Des Refuges,Au Coeur Des Refuges,788.0,9
100420934912134,Bubble it,bubble it drinks,788.0,6
2246859692247840,Solutions Habitat Eco,Solution Habitat Eco,787.0,2
2100528840223613,wedou.fr,These ads ran without a disclaimer,787.0,2
179102592987581,Global Watch Analysis,These ads ran without a disclaimer,786.0,150
358017849078,La Vie,These ads ran without a disclaimer,786.0,20
102772922462753,Bio Detox,These ads ran without a disclaimer,785.0,4
139128234970517,One Parent,These ads ran without a disclaimer,784.0,1
132382790132876,Callvin Condom Collector,Callvin SARL,784.0,47
487095964809182,AFCAE,AFCAE,783.0,81
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,782.0,18
144374822426947,Groupe DMD,These ads ran without a disclaimer,781.0,13
408436875996297,Satisfy,These ads ran without a disclaimer,781.0,6
1771815036440093,Luko,These ads ran without a disclaimer,781.0,2
100147025529119,Tangata Emploi,These ads ran without a disclaimer,781.0,4
1720198981570744,URPS ChD PACA,URPS ChD PACA,780.0,3
105467851140119,Baptiste Vasseur,Baptiste Floriant Levavasseur,779.0,105
157679721438848,Jow,Jow,779.0,6
101070788005851,Cevifem,ALEFPA (OVIFEM - Observatoire des violences envers les femmes),779.0,6
2276449339263499,Ma Pompe à Chaleur.fr,These ads ran without a disclaimer,778.0,23
153128371496794,Roger Vicot Député de la 11ème circonscription du Nord,Roger Marcel Georges Vicot,777.0,20
600622356660883,Biomotors,These ads ran without a disclaimer,777.0,51
101778279861042,Good Goût,These ads ran without a disclaimer,776.0,3
206816856023737,BIODERMA,These ads ran without a disclaimer,776.0,4
196339467397,GEO France,GEO FRANCE,775.0,2
8047221596,Save the Children US,These ads ran without a disclaimer,775.0,42
481092015299821,Enlarge your Paris,Enlarge your Paris,775.0,9
100261052214774,Greenfox,Foxintelligence,774.0,4
54779960819,United Nations,United Nations with Facebook Ad Credits,773.0,49
117214385024870,Sage,These ads ran without a disclaimer,773.0,1
849337958456474,Jean-Pierre Colin,Jean-Pierre Colin,773.0,33
29575415534,Superdry,These ads ran without a disclaimer,772.0,4
308018479682782,Pompe à chaleur,lespompesachaleur.com,772.0,10
726274060721930,pinqponq,These ads ran without a disclaimer,772.0,1
2064356767172697,EauVie,These ads ran without a disclaimer,771.0,4
140741825957408,International Medical Relief,These ads ran without a disclaimer,771.0,4
300616209996160,La Fée Maraboutée,These ads ran without a disclaimer,771.0,5
112546783618749,Greenly,These ads ran without a disclaimer,769.0,11
400493910018513,UDI,These ads ran without a disclaimer,769.0,11
326877230719579,Caisse d'Epargne Loire Centre,These ads ran without a disclaimer,767.0,3
311500459660812,Eco-Recaps,These ads ran without a disclaimer,767.0,93
2060609360680091,Roy's Refrigeration & Heating & A.C,These ads ran without a disclaimer,766.0,12
766541380023534,Les Céréales,Intercéréales,766.0,28
72983420096,Universal Pictures,These ads ran without a disclaimer,766.0,8
102571098011122,Homely France,Florian Meunier,765.0,12
1986320954965037,Frank Buhler - Journal Politique - Patriosphère Infos,Frank Buhler - Blog Politique - Patriosphère Infos,765.0,25
171078843510820,Osmoseur Caraïbes,Fabrice Jean-Marie,764.0,8
6914363428,ADP,These ads ran without a disclaimer,764.0,4
178694340215,Investir,These ads ran without a disclaimer,764.0,8
1235404363223080,Veganbottle,These ads ran without a disclaimer,764.0,5
139887932690472,SodaStream France,sodastream France,763.0,16
212434006141,Cerveau & Psycho,These ads ran without a disclaimer,763.0,22
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,762.0,35
762801087102682,Flamingos' Life,These ads ran without a disclaimer,762.0,340
104748965467062,Grande chancellerie de la Légion d’honneur,Grande chancellerie de la Légion d'honneur,762.0,18
119606718113453,Lagazette.fr,These ads ran without a disclaimer,761.0,19
109416917170479,Oppens,These ads ran without a disclaimer,760.0,27
1564092337223468,Cabinet Preziosi Ceccaldi Albenois,Jo Gasmi,760.0,35
100141185969300,Ukrainian Lives Matter,These ads ran without a disclaimer,759.0,59
101133162116892,Pekoia,Pekoia,759.0,11
171761749511522,Schneider Electric,These ads ran without a disclaimer,758.0,6
123476174412250,Doris Kearns Goodwin,These ads ran without a disclaimer,757.0,11
829316240475540,La Septième Obsession,La Septième Obsession,757.0,3
148215498569083,Pierre Fabre Group,Pierre Fabre Group,757.0,35
104946991803907,La France Libre et Courageuse,Vincent Carmelo Salvadorini,757.0,28
109486085759113,Cadremploi,These ads ran without a disclaimer,756.0,6
286838501408003,Woufbox,These ads ran without a disclaimer,756.0,4
222832334730403,Monsieur Marguerite,These ads ran without a disclaimer,755.0,4
106944761914052,Sanou Électricité - Votre Expert IRVE,These ads ran without a disclaimer,753.0,20
106499557549557,Dragonscapes Adventure,These ads ran without a disclaimer,752.0,4
135916999809852,Visit Flanders FR,These ads ran without a disclaimer,751.0,1
2237864079777134,Avant de Cliquer,Avant de Cliquer,751.0,2
100493001684150,Blog de Pierre-Alain Millet,Blog de Pierre-Alain Millet,751.0,9
118062764913548,Groupe CRC,Groupe CRC,751.0,58
104167639000597,Opinion ouverte,These ads ran without a disclaimer,751.0,1
550592228409362,Brand Hong Kong,These ads ran without a disclaimer,750.0,22
1220981994590364,FT Partner Content,These ads ran without a disclaimer,750.0,186
145415578833457,Cultura,Cultura,750.0,1
107137688230,Gaumont,These ads ran without a disclaimer,750.0,1
320473692252,SUEZ France,SUEZ,750.0,1
47850867286,Folio,Arnaud Baudry,750.0,1
107847545173322,Pride des Banlieues,Pride des Banlieues,749.0,4
100410335563169,Transition Autoconsommation,These ads ran without a disclaimer,749.0,294
317002971790081,Challenge de la mobilité Nouvelle-Aquitaine,ADEME Nouvelle-Aquitaine,748.0,3
129617897587941,Blandine Brocard,Blandine Brocard,748.0,5
112281437174401,AR Energies,Jean-Bernard Siboni,747.0,30
64588666340,Haaretz.com,These ads ran without a disclaimer,746.0,198
294691180402312,English Setter,These ads ran without a disclaimer,746.0,27
275933769732084,Diesel vert,Caribbean Petroleum Industry,746.0,4
1672464886356988,Mes 5000 rêves,These ads ran without a disclaimer,745.0,10
101201833256688,Vocable,These ads ran without a disclaimer,745.0,13
105882638043263,Iberdrola France,IBERDROLA ENERGIE FRANCE,745.0,6
100817428490293,Crewdle,These ads ran without a disclaimer,743.0,3
261357884196588,Albert,These ads ran without a disclaimer,742.0,3
76283417065,L'EQUIPE,These ads ran without a disclaimer,742.0,6
932503280094689,Fisher Investments France,These ads ran without a disclaimer,742.0,1
2329008390518536,Energies Citoyennes Lorient,These ads ran without a disclaimer,741.0,2
359582197998449,Ma maison écolo,These ads ran without a disclaimer,741.0,5
107524004424189,Energie france,Baruk Haym Dahan,741.0,4
1528622747374351,Lextenso,Lextenso,740.0,55
335861139931563,Le Club des juristes,Le Club des juristes,739.0,3
111314775174078,Unis pour La Garde.,Unis pour La Garde,739.0,24
435889146460954,Fédération de Paris du PS,Fédération de Paris du PS,738.0,2
100598656025488,Boby 70,These ads ran without a disclaimer,737.0,8
107434354719071,Defiscpro,These ads ran without a disclaimer,737.0,4
145415578833457,Cultura,These ads ran without a disclaimer,736.0,4
111556373537564,Oko,These ads ran without a disclaimer,735.0,6
723328584413741,Project Rescue Ocean,These ads ran without a disclaimer,734.0,14
382186268590822,ADF International,ADF International,734.0,25
344636156392091,HEYME,These ads ran without a disclaimer,734.0,5
109624587060383,Warrior Women Le Film,lardux films,733.0,36
103340645412401,Đinh Mi,These ads ran without a disclaimer,732.0,2
511487008964603,Levi’s,These ads ran without a disclaimer,732.0,1
187587769643,StreetPress,These ads ran without a disclaimer,731.0,5
104786124403374,2tonnes,2tonnes Compagnie,731.0,16
464995960283166,Plateforme Palestine,Plateforme des ONG françaises pour la Palestine,731.0,6
108694192524069,CGT Ingés Cadres Techs - UGICT,"Ugict, CGT Ingés Cadres Techs",729.0,21
520430624775359,1 innovation par jour.,These ads ran without a disclaimer,728.0,27
374530896251593,Bodyhit Group,These ads ran without a disclaimer,726.0,1
105021385398175,Les actualités d'aujourd'hui en France,These ads ran without a disclaimer,726.0,28
969833896555696,World Impact Summit,World Impact Summit,726.0,3
104985642868265,Le Progrès,LE PROGRÈS,726.0,4
344773436054696,"Fenêtres, Volets et Portes d'entrée Blindées",These ads ran without a disclaimer,725.0,7
292937027935753,Vital,VITAL,724.0,4
307638701742,Santé Magazine,Uni-Médias,724.0,7
351343058860816,Invest Generation,These ads ran without a disclaimer,723.0,4
99331356775,RTE x EcoWatt,These ads ran without a disclaimer,723.0,4
956150571077941,SimCity BuildIt,These ads ran without a disclaimer,723.0,1
333236276540553,Sportik,These ads ran without a disclaimer,722.0,27
100864108191340,Mon Apport Solidaire,Weedev SAS,722.0,53
148461610814,Le JSL,lejsl.com,722.0,7
121427930933894,Économies Habitat,These ads ran without a disclaimer,722.0,148
142017202978754,L'Auvergnat de Paris,Au Cœur des Villes,721.0,34
178674135334159,Parrot: AI Voice Generator,These ads ran without a disclaimer,721.0,12
2331414670425861,Kévin Pfeffer,Kévin Michel Pfeffer,720.0,32
102879381364542,Cuisineco - Accessoires de cuisine écologique,These ads ran without a disclaimer,719.0,20
1478809442359309,Fayard,These ads ran without a disclaimer,719.0,3
278873749339212,Maison Verte,Maison Verte,719.0,60
426527214073962,Amphiro,These ads ran without a disclaimer,718.0,1
106381872217159,Alexandre Sabatou,Alexandre Sabatou,717.0,9
449003618508780,France Parrainages,These ads ran without a disclaimer,717.0,1
127344267821653,AgroLeague,These ads ran without a disclaimer,716.0,50
791628370904125,Iremmo - Institut de Recherche et d'Études Méditerranée Moyen-Orient,iReMMO,715.0,21
454365748057351,Calamina,These ads ran without a disclaimer,715.0,13
129939960401093,L'ADN,L'ADN,714.0,10
101286102268578,Maison Mayor,These ads ran without a disclaimer,714.0,51
403298283195484,Euclides masta,These ads ran without a disclaimer,714.0,18
108679368180462,Novelioz viager,Novelioz viager,714.0,15
111452911802089,Transition Énergétique,These ads ran without a disclaimer,714.0,3
109932717276349,Galerie Concept,These ads ran without a disclaimer,713.0,2
101153223052661,Association Agroécologique de Carbouey,Association Agroécologique de Carbouey,713.0,17
109803991867522,Association Athéol,Athéol,712.0,26
102644688608916,Invest Rentable en Ile de france,These ads ran without a disclaimer,711.0,16
376195429152408,ADEME Nouvelle-Aquitaine,These ads ran without a disclaimer,710.0,3
105631064331604,Débat public sur la liaison routière Fos-Salon,Commission nationale du débat public,708.0,10
307528296272671,Gaz Electricité de Grenoble - GEG,Gaz Electricité de Grenoble - GEG,706.0,14
140271812694287,CANAL+ Caraïbes,These ads ran without a disclaimer,706.0,15
101307394821379,Vos Idées Maisons,These ads ran without a disclaimer,705.0,70
867884009969082,En avant toutes,These ads ran without a disclaimer,705.0,7
195047610583003,Ehem. MEP Josef Weidenholzer,These ads ran without a disclaimer,703.0,3
113560180047287,2A Assurances de l'Adour,2A Assurance de l'Adour,703.0,12
360544114281225,Minuit sur Terre,These ads ran without a disclaimer,703.0,8
101924119346957,Emeric Salmon,Emeric Marc Salmon,701.0,8
185077798186281,Jules,These ads ran without a disclaimer,700.0,3
1275279499151050,Cruise Bordeaux,Cruise Bordeaux - Bordeaux Port Atlantique,700.0,3
113096274973502,Jeun'Est,Jeun'Est,700.0,1
266301657381215,CGT des Hautes-Alpes,CGT des Hautes-Alpes,699.0,6
161740957767816,La Nouvelle Comédie Française,La Nouvelle Comédie Française,699.0,20
104142548347082,Mes soutiens - Humanitaire & Solidarité,ORIXA MEDIA,699.0,2
22238185095,Conspiracy Watch - Observatoire du conspirationnisme,These ads ran without a disclaimer,698.0,12
106838970726189,Rprotect,Raphael Filippetto,698.0,36
198356263904030,URBANIA FR,URBANIA FR,698.0,9
120391368035734,Capgemini France,These ads ran without a disclaimer,698.0,9
319393291423771,Le Temps,These ads ran without a disclaimer,698.0,1
155170951329050,Sommet de la Conscience,These ads ran without a disclaimer,696.0,3
103867319132572,Ph Lottiaux,Ph Lottiaux,696.0,14
101438021556863,Eco-Aide Habitat,Anthony Ménard,696.0,12
149094635698865,FEC Strasbourg,Etienne Troestler,695.0,17
154763104543358,World Vision France,These ads ran without a disclaimer,695.0,33
101773778757683,E-Laïcité,Convivencia Conseil,694.0,36
109206667221875,Bénéfices écolo,These ads ran without a disclaimer,694.0,1
100519911359073,"Odile, votre coach jardin",Odile Malthet,694.0,18
1933233267005811,Tony Eder,These ads ran without a disclaimer,693.0,25
529667430527902,Ichtus,Ichtus,693.0,17
299454674092102,Yorick BR-Performance,These ads ran without a disclaimer,692.0,3
111203093819157,Expert Isolation à 1 euro,These ads ran without a disclaimer,692.0,14
105200662874398,Institut économique Molinari,Institut économique Molinari,692.0,3
113027952064764,Eau Minérale de Wattwiller,Eau Minérale de Wattwiller,692.0,12
610301375762888,Banque Populaire Occitane,Banque Populaire Occitane,692.0,18
109701928759094,Avia Ace,These ads ran without a disclaimer,692.0,31
30028422818,Vans,These ads ran without a disclaimer,691.0,2
1537492456565758,Hopaal,Hopaal,691.0,7
1410043882633744,Préfet de la Charente,These ads ran without a disclaimer,691.0,1
114863133681024,Nouvelle Société,Jean-Christophe Cambadélis,690.0,7
862229044140837,"STAR’s UP Festival : Espace, Science, Astronomie, Aéronautique",These ads ran without a disclaimer,690.0,1
1143248945712689,The Brand hannah France,These ads ran without a disclaimer,689.0,2
297115661094216,Les Cinéphiles,These ads ran without a disclaimer,689.0,34
1548244798790359,Région Hauts-de-France,These ads ran without a disclaimer,689.0,3
45754570846,Musée Grévin,These ads ran without a disclaimer,688.0,1
217145431660305,Syndicat CFTC,These ads ran without a disclaimer,688.0,6
545582345489417,Yoann Gillet,"Yoann Gillet, député",688.0,12
342504022453602,TéVi,Denis Alix,688.0,42
169812238064554,CFE CGC Bourgogne Franche-Comté,Union Régionale Bourgogne Franche-Comté de la CFE-CGC,688.0,1
730398913717972,Csafam syndicat Ass Mat et Ass Fam,CSAFAM,688.0,4
416643052024668,Anne-Sophie Frigout,Benjamin Jean Dominique Bertaudon,686.0,38
431674164074599,Army Stories,These ads ran without a disclaimer,686.0,11
207650823417556,Oris,These ads ran without a disclaimer,685.0,12
726478747423630,EuropaCity,These ads ran without a disclaimer,685.0,3
34610502574,TF1,These ads ran without a disclaimer,685.0,1
108675958952043,SiteGround,These ads ran without a disclaimer,685.0,3
105472601653745,Boussole des jeunes 41,Bureau Information Jeunesse 41,684.0,24
144527262260394,Fondation AJD Maurice Gounon,Fondation AJD,684.0,65
2174856462767640,Cirophane,These ads ran without a disclaimer,684.0,32
614490475551961,Les oubliés de la Nation,Les oubliés de la Nation,684.0,2
144087645647185,Fédération Française de Triathlon,Fédération Française de Triathlon,683.0,11
110264154014366,Les Gargouilles,These ads ran without a disclaimer,682.0,6
6651543066,CNN Business,These ads ran without a disclaimer,681.0,45
105269012509977,Oten,These ads ran without a disclaimer,680.0,8
297011996984501,Torah-Box,These ads ran without a disclaimer,679.0,8
240565535965282,Journal de Naissance,These ads ran without a disclaimer,679.0,36
129139007729,Eastpak,These ads ran without a disclaimer,679.0,11
105473854847480,"Mon chauffage, Mes aides",These ads ran without a disclaimer,677.0,5
117709028343322,Association pour le Droit de Mourir dans la Dignité - ADMD,These ads ran without a disclaimer,677.0,64
104406448313599,MFC anti- tabac Metz,These ads ran without a disclaimer,676.0,27
598019356910092,Clique,These ads ran without a disclaimer,675.0,39
104312418199499,Mes Causes,LE DUO,674.0,192
171910416277126,Conseil Parisien de la Jeunesse,These ads ran without a disclaimer,674.0,1
104154041415573,Vent du milan,ASSOCIATION VENT DU MILAN,674.0,31
976539479131552,Skaters & BMX,These ads ran without a disclaimer,674.0,11
282891378780895,Samsung Electronics,These ads ran without a disclaimer,674.0,7
659478177561890,Association Génération Numérique,Cyril Di Palma Bernard,673.0,3
304112710101546,Cinéma du Maghreb & du Moyen-Orient,Thomas Olivier Edouard Giezek,672.0,22
744078018990257,SOS LAON - Association,Jean-Jacques Roger Simon,671.0,49
108402553875089,Planète Zéro Déchet,Jérémy Pouilly,670.0,27
111156977472427,Epicurieux,These ads ran without a disclaimer,669.0,4
244317557500662,GRDF Centre-Ouest,These ads ran without a disclaimer,669.0,15
192259447997356,WeeTulip,These ads ran without a disclaimer,668.0,34
113810323787774,Guy Losbar,These ads ran without a disclaimer,668.0,8
1920887361523601,Réno info maison,Elsa Jade Salmon,667.0,7
100375768375322,European Climate & Jobs Pact,Initiative pour un Pacte Climat Européen,667.0,1
106261257437423,Sunology,These ads ran without a disclaimer,667.0,14
97539957978,Le Télégramme,Le Télégramme,667.0,8
244480205606606,Agence de l'eau Rhin-Meuse,agence de l'eau Rhin Meuse,666.0,50
192892264189023,unu,These ads ran without a disclaimer,665.0,11
372099973179499,Cinéma latino,Luckytime,665.0,30
693402627500729,Aux Petits Grains,Aux Petits Grains,664.0,5
169752853064691,Visit Madeira,These ads ran without a disclaimer,664.0,2
100764155847007,Tous Inscrits,Tous Élus,663.0,11
533458450027694,DAL Toulouse31,DAL Toulouse31,663.0,34
480305829018059,Badland Brawl,These ads ran without a disclaimer,663.0,7
151136534907498,Région Pays de la Loire,These ads ran without a disclaimer,662.0,1
107833795208527,Ma Coach CO2 - Eco-insouciance,Floraine Cordier,662.0,37
167861056609654,Solidarité Sida,Solidarité Sida,662.0,2
127901707229505,Ville de Croissy-sur-Seine,These ads ran without a disclaimer,660.0,7
106164574241529,Be Heard,These ads ran without a disclaimer,660.0,1
267848083347570,Hatzalah France,These ads ran without a disclaimer,658.0,14
1907976082801500,Othman Nasrou,Othman Nasrou,658.0,24
179346862669007,"Nos vies, nos avis","Parole citoyenne, vers une démocratie participative",657.0,50
615451938965745,Hop' Assistance,Ahmed Pinval,656.0,9
1878320149136407,Rise of Empires: Ice and Fire,These ads ran without a disclaimer,655.0,2
129932577157520,Fil Bleu,These ads ran without a disclaimer,655.0,1
660942324018291,Mister k.,These ads ran without a disclaimer,655.0,5
1396795647060509,France Bois Forêt,France Bois Forêt,654.0,6
412655888808537,trouvervotreavocat.com,These ads ran without a disclaimer,654.0,10
108544088551961,Boby 152,These ads ran without a disclaimer,654.0,5
1399806506952151,Morristown Skywarn,These ads ran without a disclaimer,653.0,20
285970001429566,Sénateurs Communistes Républicains Citoyens et Écologistes,Groupe CRCE au Sénat,653.0,5
249511025094939,Fundación CorpArtes,These ads ran without a disclaimer,653.0,365
112205654292626,MOB - Le média de la démocratie,Elliot Romain James Clarke,652.0,22
232665784043237,Gerantdesarl,Christophe Jean-Bernard Boileau,651.0,7
112434636984739,ChaTourne Productions,Patrice Felix Parra,651.0,25
1861960850499213,Waterlogic France,These ads ran without a disclaimer,650.0,1
500940580057603,Wavin France,These ads ran without a disclaimer,650.0,76
103520628769836,Mpho123,These ads ran without a disclaimer,650.0,2
786614858033997,Ales’Y,Ales’Y,650.0,3
803740823137805,DRDFE Réunion,Adventif,650.0,46
725838140867213,Granvelle - Société d'Avocats - Jura,Nicolas Bouveret,650.0,14
278428075567407,Agence de Développement Économique de la Corse (ADEC),ADEC,650.0,8
485306484818578,Le lion rugissant,Info'Com-CGT,649.0,13
626987914308883,PlanetCare,These ads ran without a disclaimer,649.0,47
158588991018746,Marsactu,These ads ran without a disclaimer,649.0,24
358790873983878,lots of flowers,These ads ran without a disclaimer,648.0,5
107829014345283,Ma Prime Énergie,These ads ran without a disclaimer,648.0,1
283268515924459,Festival des idées à La Charité-sur-Loire,Les Amis du festival des idées,647.0,11
169244567345903,FSE Réunion,FSE (Réunion),647.0,40
125660127498826,Inter-LGBT,Inter-LGBT,647.0,4
279623782644140,MK JARY / CARTE GRISE by MK JARY,These ads ran without a disclaimer,646.0,12
390127608151769,La Tanière - Zoo Refuge,These ads ran without a disclaimer,646.0,6
248390784518,JOLY Shop,These ads ran without a disclaimer,645.0,3
100656559393540,Trading Family,These ads ran without a disclaimer,645.0,1
102320835876382,Non aux galères des non-titulaires,FEDERATION SYNDICALE UNITAIRE,645.0,11
100352134982136,LESS,LESS,645.0,18
105853128761284,Rodrigo Asturian - Cabinet d'Avocat,Rodrigo Asturian - Cabinet d'Avocat,645.0,16
863132847189517,Гражданство ЕС - Aristipp,These ads ran without a disclaimer,645.0,5
102384797965714,Prime Environnement France,These ads ran without a disclaimer,644.0,1
237680109630917,Sophos France,These ads ran without a disclaimer,644.0,3
1680035208952786,Journal du Bâtiment et des Travaux Publics,Journal du Bâtiment et des Travaux Publics,644.0,15
111580710263512,VERT PLACE,LIMERY Jean-Daniel,643.0,42
608605425831734,Ville d'Annecy,Ville d'Annecy,643.0,7
532670060466157,Zéro Résidu de Pesticides,These ads ran without a disclaimer,642.0,2
109272577227188,Aerdela,Aerdela,642.0,55
107872087264194,Save Us Shop,Save us shop,641.0,70
154087694129,Causeur.fr,These ads ran without a disclaimer,641.0,90
168514829946628,Lemahieu,Lemahieu,640.0,32
594809077263130,Tallano Technologies,Tallano Technologies,639.0,8
333687103357457,VL.,Manon Annie Danielle Brault,639.0,19
105126424482556,Mask-One,These ads ran without a disclaimer,639.0,12
653818087965342,Colores en fb lcrab,These ads ran without a disclaimer,638.0,6
102080309335883,Doctor Thomas,These ads ran without a disclaimer,638.0,6
2348503882073895,"Tropicalia, la plus grande serre tropicale à énergie positive au monde",These ads ran without a disclaimer,638.0,9
126060760828576,24Bottles,These ads ran without a disclaimer,638.0,14
2072142103109939,Sybel France,These ads ran without a disclaimer,638.0,5
111194190225979,Smart Security,These ads ran without a disclaimer,638.0,1
632485810100536,province Sud,These ads ran without a disclaimer,638.0,18
397582470110064,Vanilla capuccino,These ads ran without a disclaimer,637.0,2
106230417516360,Esprit Corporate,Fabian Trunet,637.0,140
106273551255802,MK Secret Grin,Mawoulé Daniel Gerant,636.0,4
488253115274347,Axevert france,Axevert France,636.0,9
304678472936995,Coral Guardian,Coral Guardian,635.0,54
170516239720548,Franck Allisio,Franck Allisio,634.0,48
194425917254186,Koupat Ha'ir,These ads ran without a disclaimer,634.0,1
693402627500729,Aux Petits Grains,These ads ran without a disclaimer,634.0,5
193329747817270,Aldes France,These ads ran without a disclaimer,634.0,1
2696999866983366,GRUNDIG,These ads ran without a disclaimer,634.0,2
111338554080816,Kering Foundation,Kering,633.0,3
130532998561,Trinity,These ads ran without a disclaimer,633.0,93
112583391925922,Parlons Planète par V,These ads ran without a disclaimer,633.0,3
990756074273227,Agence de l'eau Adour-Garonne,These ads ran without a disclaimer,633.0,8
1329380840472696,Panneaux solaire,R&S,633.0,6
352013475266904,Eco Soley Guadeloupe,These ads ran without a disclaimer,632.0,4
232591454354823,F2X Markets,These ads ran without a disclaimer,631.0,8
793030647437776,Covaldem 11,COVALDEM 11,630.0,4
1693054831006629,Plastic Odyssey,Plastic Odyssey,630.0,18
1819129518328100,Alchimistes,Ligne 7 Distribution,630.0,17
18950434380,La Tribune,These ads ran without a disclaimer,630.0,72
110025070718988,MJ Energies,Jean-Bernard Siboni,629.0,104
434611770605324,isolations1e.com,These ads ran without a disclaimer,629.0,2
520021431842443,EcoFuel Premium,These ads ran without a disclaimer,627.0,26
818225455179215,L'intendance.co,These ads ran without a disclaimer,627.0,82
182013445316400,Team Vitality,Team Vitality,626.0,6
101490714570334,Province Sud 100% pratique,Province Sud,626.0,67
1759934787662017,Badoit,These ads ran without a disclaimer,626.0,1
350683338236,Septième Factory,Septième Factory,626.0,16
112567296849344,Générations Valeurs Partages - GVP,These ads ran without a disclaimer,625.0,7
255585387808947,Ville de Lille,Ville de Lille,625.0,11
454965474359856,Free Loans,These ads ran without a disclaimer,625.0,1
1820081314962590,The Explorer,These ads ran without a disclaimer,623.0,13
1473784005985696,Christopher Wangen,These ads ran without a disclaimer,623.0,8
109332075431587,Lou,Lou,622.0,10
265704040807014,Quartz,These ads ran without a disclaimer,621.0,1
248329655321135,Syndicat de Défense des Policiers Municipaux - SDPM,Syndicat de Défense des Policiers Municipaux - SDPM,621.0,145
578731368951186,Libre Opinion Laonnoise,Jean-Jacques Roger Simon,621.0,51
279052452197672,Megapolis,These ads ran without a disclaimer,621.0,5
1493741450926446,Région Grand Est,These ads ran without a disclaimer,620.0,3
1627951394153060,Réfugiés Bienvenue,Réfugiés Bienvenue,619.0,5
138472386021685,Invest Malin,These ads ran without a disclaimer,619.0,2
111513245557879,PAUL.E,Loïse Marie Anne Dewildeman,619.0,5
186061817791,CPME,These ads ran without a disclaimer,618.0,5
709904052471344,Experience Egypt,These ads ran without a disclaimer,617.0,1
110668648520718,Sommet de l’Économie,Challenges.fr,617.0,15
409433015774129,Fédération du Tarn pour la Pêche et la Protection du Milieu Aquatique,These ads ran without a disclaimer,617.0,17
2259379560946844,Democrats Abroad Paris,Democrats Abroad France,616.0,8
109446727137249,Les Copros Vertes,These ads ran without a disclaimer,616.0,15
1706922522689870,TCL,These ads ran without a disclaimer,616.0,2
579176352189689,Gilles Lebreton,Gilles Lebreton,615.0,2
256197435586,Handicap International - Humanity & Inclusion,These ads ran without a disclaimer,615.0,90
937567862935222,Luna Grey,These ads ran without a disclaimer,615.0,38
506727826023676,Philippe Gomès,Calédonie Ensemble,614.0,35
372057580202011,Dott,These ads ran without a disclaimer,614.0,1
1560514847552625,ANORGEND - Les réservistes de la gendarmerie,ANORGEND - Les réservistes de la gendarmerie,614.0,31
209970225713851,Le Petit Olivier,These ads ran without a disclaimer,613.0,17
101296321840584,Métiers d'Art O Centre,Chambre de Métiers et de l'Artisanat Centre Val-de-Loire,613.0,3
119847041370874,Lisa Earle McLeod,These ads ran without a disclaimer,613.0,12
161195923930797,Greenspace Paris - Coworking,ULYSS CO,612.0,19
102287911163278,Eco Free Energy,These ads ran without a disclaimer,612.0,8
114816090171996,Bluewaves,Johan Lemesle,611.0,28
137346028876,Vintage Rides,These ads ran without a disclaimer,609.0,10
1924884967787984,Michèle Crouzet,Michèle Odile Perreau Crouzet,609.0,6
706673333037823,Al Safar - In the footsteps of Ibn Battuta,These ads ran without a disclaimer,609.0,7
107223990753521,Office français de la biodiversité,These ads ran without a disclaimer,607.0,2
94533530492,Bouygues Telecom,These ads ran without a disclaimer,607.0,5
144665578907310,Vichy,These ads ran without a disclaimer,606.0,1
102917845096839,Echelon,These ads ran without a disclaimer,606.0,2
