Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
106374925470978,Mticket,These ads ran without a disclaimer,2485.0,5
823788047675556,Call of War,These ads ran without a disclaimer,2485.0,4
198508090036,Le Nouvel Obs,These ads ran without a disclaimer,2483.0,154
1573221749648316,Fossil,These ads ran without a disclaimer,2480.0,4
80863477702,SuperBon,Vertical Station,2480.0,18
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,2479.0,8
100425422912265,Ma Rénovation Énergétique,These ads ran without a disclaimer,2474.0,5
108189524164657,Food Service,These ads ran without a disclaimer,2470.0,1
371724400196040,PAC énergie,Alain Ayuch Benaïm,2469.0,43
644960068851740,Modibodi,These ads ran without a disclaimer,2466.0,41
161129647390242,NEOMA Business School,NEOMA Business School,2462.0,14
273111033307760,Conseil Transition Energie,These ads ran without a disclaimer,2459.0,28
1959547284305547,Cullettività di Corsica - Collectivité de Corse,Cullettività di Corsica - Collectivité de Corse,2458.0,3
110143731467074,Le Nouveau Journal,Le Nouveau Journal,2456.0,87
1240742466102185,Être sage-femme aujourd'hui,www.etresagefemmeaujourdhui.com,2452.0,50
103197338296256,Quentinfit Coaching pro,Quentinfitcoaching,2450.0,14
262474852290240,A Voté ONG,A Voté with Facebook ad credits,2450.0,5
376164935820287,O2&Cie urgence BPCO,O2&Cie urgence BPCO,2446.0,102
457518780082,Service Civique,These ads ran without a disclaimer,2430.0,5
1376833862593416,Fédération APAJH,Fédération APAJH,2421.0,9
114989866538383,Circle Sportswear,Alex Auroux,2420.0,32
101818751320975,Groupe Convenant,These ads ran without a disclaimer,2419.0,45
297115661094216,Les Cinéphiles,V.O. magazine - Art et Essai,2412.0,94
275231765938444,Département de Meurthe-et-Moselle,Département de Meurthe-et-Moselle,2412.0,12
109629611650694,"Good Clothes, Fair Pay",These ads ran without a disclaimer,2412.0,20
176303760833,Fédération Pro Europa Christiana FPEC,FPEC,2409.0,48
358205864284690,Calédonie Ensemble,Calédonie Ensemble,2408.0,141
1646394798839706,ENGIE Home Services,ENGIE,2407.0,34
106059282770844,Stora Enso,These ads ran without a disclaimer,2405.0,9
108792974230058,Les Experts Energie,These ads ran without a disclaimer,2404.0,80
106094599409,Le Bien Public,Le Bien Public,2398.0,30
301118646659348,MSC pêche durable,These ads ran without a disclaimer,2392.0,5
9217671290,TÊTU,These ads ran without a disclaimer,2386.0,67
122985534837814,Chilowé,These ads ran without a disclaimer,2382.0,52
419454357913996,Le Devis Juridique,Assur 770,2381.0,21
613457022055485,Dimitri FARRO 2020 2026 Mallemort,Dimitri FARRO 2020 2026 Mallemort,2379.0,138
107741745508015,Éric Minardi,Eric Minardi,2378.0,104
219241421600382,Dockers,These ads ran without a disclaimer,2371.0,3
194787394356702,Saxo Banque,These ads ran without a disclaimer,2365.0,11
168901966533877,Institut Montaigne,These ads ran without a disclaimer,2362.0,4
413580342033220,Cercle Frédéric Bastiat,Cercle Frédéric Bastiat,2356.0,39
102105868189401,Un Bout des Médias,Un Bout du Monde,2353.0,164
140716706608231,Left To Survive,These ads ran without a disclaimer,2351.0,45
404173029927678,DS hydrocarbure,DS hydrocarbure,2349.0,123
202779489832224,Ville de Dijon,Ville de Dijon,2348.0,5
173206532693654,VELUX,These ads ran without a disclaimer,2347.0,3
100707905881,Plan International France,These ads ran without a disclaimer,2346.0,97
1539166179460431,Isolation et Ravalement,Gary Léon Maurice Ben Saïd,2346.0,4
1026099724099181,Collectif : Féministes contre le cyberharcèlement,Collectif : Féministes contre le cyberharcèlement,2346.0,26
410466412714678,Ville d'Oyonnax,Ville d'Oyonnax,2343.0,100
44112809106,Michel Barnier,Le Droit Chemin,2341.0,163
1124808431048399,123 Defiscalisation,These ads ran without a disclaimer,2337.0,50
88944535935,FAGUO,Romain Teissedre,2334.0,309
480721402033653,Générale d'Optique,These ads ran without a disclaimer,2329.0,1
264351890097485,Politicae,Politicae,2329.0,8
126320918765080,Natura Stick,Noah Benzekri,2325.0,78
101807738445049,"Saint-André, Centre-ville d’Avenir","Saint-André, Centre-ville d’Avenir",2320.0,50
106655867793036,Programme environnement,These ads ran without a disclaimer,2319.0,4
1541075625990944,Formations.io,These ads ran without a disclaimer,2314.0,34
394973304203658,AJ+ français,These ads ran without a disclaimer,2309.0,12
1431517403731316,Jeanne Magazine,Jeanne Magazine,2305.0,23
61156195811,La Ligue contre le cancer,spintank,2300.0,6
118217273362675,Les experts fenêtres,These ads ran without a disclaimer,2299.0,2
382744505441662,Liberté parentale,Liberté parentale,2291.0,14
342334683074014,Pressmium,Pressmium,2289.0,35
2164326836917621,Julien Ravier,Julien Christian Ravier,2282.0,25
199050150137270,Auchan,These ads ran without a disclaimer,2279.0,9
207251779638,Ville de Paris,These ads ran without a disclaimer,2278.0,16
276366206197779,Fondation Saint Matthieu,Fondation Saint Matthieu,2277.0,11
165956886842365,Heineken FR,These ads ran without a disclaimer,2272.0,2
1731162750449819,Région Nouvelle-Aquitaine,These ads ran without a disclaimer,2266.0,3
274410146407159,Habitatpresto Pro,Habitatpresto,2265.0,101
323618734452141,Brief.me,These ads ran without a disclaimer,2264.0,7
451673611674773,Initiatives,Initiatives,2260.0,41
136218946572448,Uala,These ads ran without a disclaimer,2256.0,37
106331861647255,Apex News France,These ads ran without a disclaimer,2255.0,11
111557687328292,Gecowatt,These ads ran without a disclaimer,2253.0,3
202523629357,Bledina,Insign,2250.0,19
292944897807583,Maison du tri,Eco Mobilier,2250.0,2
678956948894434,La Fresque du Climat,La Fresque du Climat,2248.0,2
471216432946824,Ecole de Guerre Economique,These ads ran without a disclaimer,2247.0,25
6243987495,Spotify,These ads ran without a disclaimer,2245.0,9
104110795400907,Fréquence Formations,These ads ran without a disclaimer,2243.0,1
2596948620379396,Teréga,These ads ran without a disclaimer,2242.0,19
216433155839212,Docariv,These ads ran without a disclaimer,2242.0,1
110168057246309,Débat public sur le projet de parc éolien en mer au large de Dunkerque,Commission nationale du débat public,2241.0,21
179894148813027,Richard Orlinski,These ads ran without a disclaimer,2239.0,6
127906230603661,Cours Thalès,These ads ran without a disclaimer,2237.0,131
351131802202530,Citizenwave,Citizenwave,2236.0,29
112542440931333,NinjaOne France,These ads ran without a disclaimer,2236.0,34
664008670433969,Tabac info service #moissanstabac,These ads ran without a disclaimer,2229.0,3
2106701562887023,Saine Abondance,These ads ran without a disclaimer,2221.0,5
192662817424063,Max Orville,Max Orville,2216.0,32
804372666264599,Elevages sans frontières,Elevages sans frontières,2212.0,8
380783392342637,Wibak,Wibak,2208.0,116
107599324435184,Libérez votre Epargne,These ads ran without a disclaimer,2206.0,1
124511450961564,Mailinblack,These ads ran without a disclaimer,2206.0,29
387656411682492,GRDF Est,Agence Tiz,2205.0,79
304112710101546,Cinéma du Maghreb & du Moyen-Orient,LuckyTime,2204.0,69
325627320816618,Mairie du 19e,Ville de Paris,2200.0,12
812622312197078,Région Bretagne,These ads ran without a disclaimer,2198.0,4
147212252552427,Salon des Maires et des Collectivités,Benoit Fonters,2197.0,60
114272093278919,Cabideiros,These ads ran without a disclaimer,2196.0,1
107483864336789,I am a Casting Worker,These ads ran without a disclaimer,2196.0,80
309229462819936,Ver de Terre Production,Ver de Terre production,2187.0,50
109136617633149,Starfounders,These ads ran without a disclaimer,2182.0,5
105933408754894,Les Pros de la Defisc,These ads ran without a disclaimer,2181.0,6
161006710613200,Salon du Vintage,These ads ran without a disclaimer,2178.0,11
436537876485271,referendum-ue.org,Gilles André Garçon,2177.0,91
284897798281222,Jean-Pierre Rombeaut et Réinventons Maubeuge,Jean-pierre Rombeaut,2177.0,125
1241383025915322,FHE,These ads ran without a disclaimer,2175.0,4
260411897742,France 3 Bourgogne,France 3 Bourgogne,2175.0,5
77135223780,France 3 Alsace,France 3 Alsace,2175.0,4
323880995468,France 3 Auvergne,France Télévisions,2174.0,2
567500503419309,Ajaccio change de visage,francois Filoni,2168.0,68
103994365079596,Le Fourgon,These ads ran without a disclaimer,2168.0,6
48034275355,EPP - European People's Party,EPP - European People's Party,2166.0,49
159713540726473,Primagaz France,Primagaz,2165.0,8
106063161152253,ECO BALL,These ads ran without a disclaimer,2164.0,19
102614571880993,PIF,These ads ran without a disclaimer,2164.0,16
101148362098331,Pure,These ads ran without a disclaimer,2161.0,16
158890377483788,France 3 Provence-Alpes,France 3 Provence-Alpes,2157.0,4
613457022055485,Dimitri FARRO 2020 2026 Mallemort,Dimitri Jean Louis Farro-usclat,2156.0,82
103952218063028,Reprenons le contrôle,Génération Frexit,2149.0,68
102271096612534,Haroun,Mourad El Glaa,2147.0,24
153785635571302,Défiscalisation Immobilière,Thomas Jean-Pierre Robine,2142.0,91
105845282386135,Ecole 1881,Ecole 1881,2142.0,30
131085780304822,LVMH,These ads ran without a disclaimer,2140.0,1
577687149269668,Expert-Annonce-Auto,These ads ran without a disclaimer,2138.0,2
302296307031225,Alba Films,Thomas Olivier Edouard Giezek,2136.0,65
2416262145082004,Petits Gestes Guadeloupe,NEW REGIE,2133.0,17
324359961815920,QG,Contre-Courant,2130.0,37
103638401212311,Amazon Operations Life,These ads ran without a disclaimer,2128.0,1
424922021243063,Loopsider,These ads ran without a disclaimer,2119.0,81
51624954766,Galeries Lafayette,These ads ran without a disclaimer,2113.0,13
133142463546902,Gènéthique,Fondation Jérôme Lejeune,2109.0,28
1429848657306363,Grand Narbonne,Grand Narbonne,2109.0,26
359404991160831,Disclose.ngo,These ads ran without a disclaimer,2108.0,9
158609180861860,Ministère Écologie Territoires,Chloé Delaporte,2103.0,3
446069155487681,CMA Bourgogne Franche-Comté,Chambre de Métiers et de l'Artisanat,2100.0,2
171223536255246,WHO Regional Office for Europe,These ads ran without a disclaimer,2099.0,9
1965226090211990,Gaïactica,Gaiactica,2097.0,80
106464694404707,Urgences Retraites,These ads ran without a disclaimer,2095.0,1
650660402012347,Transition Energie,These ads ran without a disclaimer,2094.0,3
114128620230242,Front Populaire,These ads ran without a disclaimer,2094.0,19
116862535169054,eToro,These ads ran without a disclaimer,2093.0,27
879059765494408,Alexandre Loubet,Alexandre Loubet,2092.0,47
120780477955028,Secours populaire,These ads ran without a disclaimer,2089.0,2
171318603497463,AEE Isolation,These ads ran without a disclaimer,2088.0,9
2338436919772376,Mon Entreprise est une scène,These ads ran without a disclaimer,2087.0,16
218117561693080,Fondation Vaincre Alzheimer,Fondation Vaincre Alzheimer,2087.0,4
108619997537742,Moi C'est Madame,L'Eclap,2087.0,52
154707341254389,Téva,These ads ran without a disclaimer,2082.0,4
101135699483406,Le Moniteur de Seine-et-Marne,Le Moniteur-de-Seine-et-Marne,2080.0,37
782314358541363,Natixis Commitments,Natixis,2078.0,12
100918339777554,Patriotes de France,These ads ran without a disclaimer,2077.0,72
107402932628047,Sisteron Buëch Tourisme,Sisteron Buëch Tourisme,2076.0,3
102059416538746,Article 1,These ads ran without a disclaimer,2068.0,10
293970490688629,François Alfonsi (Officiel),FAlfonsi,2068.0,418
104349854785821,Chauffage Malin,These ads ran without a disclaimer,2064.0,27
544425445579374,L'Œuvre d'Orient,These ads ran without a disclaimer,2058.0,12
473217629422606,Ville de Montpellier,Ville de Montpellier,2058.0,14
179471312427,The Business of Fashion,These ads ran without a disclaimer,2057.0,13
1769963173315661,Damien Adam - Député de Seine-Maritime,Damien Kévin Michel Pascal Adam,2057.0,34
101412911419289,Prime Habitat FR,These ads ran without a disclaimer,2055.0,1
160874017307658,Gallimard,Corentin Enzo Laurent Cadet,2052.0,45
116897838046419,Primes Rénovs,These ads ran without a disclaimer,2052.0,44
178720392179068,Voltalis,These ads ran without a disclaimer,2052.0,9
632485810100536,province Sud,province Sud de Nouvelle-Calédonie,2050.0,13
113287198765,ZUP de CO,These ads ran without a disclaimer,2046.0,5
214252288606133,Creapills,Tenable,2043.0,2
103105488570815,Priménergie Partenaire EDF Solution Habitat,These ads ran without a disclaimer,2043.0,12
14053295787,Oxfam France,Alban Fischer,2041.0,67
444967635606495,Phenix,PHENIX,2033.0,45
1707551499522399,Stéphane Peu,Stéphane Peu,2033.0,39
111653377035643,Investissement Locatif Rhône Alpes,Jean-Bernard Siboni,2031.0,106
296263810839301,Kovers,These ads ran without a disclaimer,2029.0,4
100145221524060,Mon Eco Project,These ads ran without a disclaimer,2028.0,11
130935260328658,Première Urgence Internationale,These ads ran without a disclaimer,2026.0,4
95347013605,VistaPrint,These ads ran without a disclaimer,2025.0,4
1030528233746321,Le mouvement,~ le mouvement,2025.0,26
113948957401321,GoodCauz,Antevenio Publicité,2025.0,12
126529410723954,AFD - Agence Française de Développement,These ads ran without a disclaimer,2023.0,34
2331568353729375,Bowling Crew,These ads ran without a disclaimer,2023.0,10
122265849173214,Ma Retraite en toute simplicité,Xavier Desmurs,2021.0,18
354997959002,France 3 Franche-Comté,France 3 Franche-Comté,2019.0,2
227879973894607,L'Essor Affiches,L'Essor Affiches,2017.0,41
208621497791,KDC Surfwear,Thierry Claude Eric Appelghem,2014.0,8
119096035523797,Mafia City,These ads ran without a disclaimer,2013.0,2
579541886006401,Bayossa,These ads ran without a disclaimer,2011.0,1
107307564827712,Voltaïca,These ads ran without a disclaimer,2009.0,3
209995772388611,Dyson,These ads ran without a disclaimer,2008.0,3
335173974498,Mouvement Européen-France,Mouvement Européen-France,2006.0,11
234603746320,Jean Luc Warsmann,Jean Luc Warsmann,2006.0,63
152835304742765,Les Petits Frères des Pauvres,These ads ran without a disclaimer,2005.0,8
105007861274639,Force aux Droits avec Julie Couturier et Vincent Nioré - Bâtonnat 2022,Julie Couturier,2000.0,73
170852259598827,Orange,Orange,2000.0,1
402737933809502,Isolations A 1 Euro.fr,FELIX PEREZ,2000.0,11
239619529419782,Institut de l'entreprise,Institut de l'Entreprise,2000.0,8
530724930461820,Candia,These ads ran without a disclaimer,2000.0,1
112244748843481,Krys,Krys,2000.0,4
18950434380,La Tribune,La Tribune,2000.0,15
283353352354218,Marie Dauchy,Marie Dauchy,2000.0,36
111376406891775,Coolmic FR,These ads ran without a disclaimer,1999.0,3
116455261255,Action contre la Faim (France),Mélaine Xiao Mei Gul Sevim,1999.0,12
415885801867626,Forbo Flooring Systems,These ads ran without a disclaimer,1998.0,16
105794815548795,SFPN - Syndicat FR des professionnels du Nocode,SFPN,1987.0,6
1652135271684455,Figaro Immobilier,These ads ran without a disclaimer,1986.0,5
293838494833918,Reuswable,These ads ran without a disclaimer,1983.0,30
322802077929716,Coeur de Flandre agglo,CC DE FLANDRE INTERIEURE,1981.0,6
428080353936977,Eléphant Bleu Officiel,Eléphant Bleu Officiel,1980.0,27
218342698182367,Département d'Ille-et-Vilaine,Département d'Ille-et-Vilaine,1980.0,9
107468193938,Cuisine Plus,These ads ran without a disclaimer,1978.0,10
102098553191670,GiFi,These ads ran without a disclaimer,1978.0,2
2436681856374478,Maison de ma région - Carcassonne,La Région Occitanie / Pyrénées-Méditerranée,1974.0,9
642036589311215,François Ruffin,François Ruffin,1971.0,35
106655867793036,Programme environnement,Benjamin Amram Jaoui,1970.0,2
509693109055480,Cyclamed,Cyclamed,1970.0,17
477786528999863,Ummah Charity,Ummah Charity,1966.0,35
104204818899026,Slap Faces - Têtes à claques,Kalank,1963.0,12
115587863316425,Eco Prime Renov,These ads ran without a disclaimer,1960.0,20
2196406647298390,Ciaovie officiel,These ads ran without a disclaimer,1959.0,1
158491994189336,Journal Le Patriote Beaujolais,Journal Le Patriote Beaujolais,1959.0,40
138251652896236,CANAL+ Réunion,CANAL+ Réunion,1957.0,121
100689401338189,Maffia NÒ - A vita IÈ,Maffia NÒ - A vita IÈ,1956.0,23
104373904736325,Finances Région,These ads ran without a disclaimer,1956.0,79
101059371856739,Butagaz Citerne,These ads ran without a disclaimer,1947.0,5
101995504635102,Slean,These ads ran without a disclaimer,1946.0,37
354022538033765,Capricci,Sébastien Giuseppe Hubert Sanita,1944.0,112
544244792437001,La Seine Musicale,Arnaud Baudry,1941.0,30
101362762036118,Engagés Pour Noisy,Engagés Pour Noisy,1939.0,59
129332823868340,Eau Thermale Avène,These ads ran without a disclaimer,1937.0,8
134366396660650,FNTV,FNTV,1937.0,12
496517177049803,Gambettes Box,These ads ran without a disclaimer,1937.0,5
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,1936.0,10
108361201650077,Eco Assistance - Rénovation Globale,Eco Assistance,1935.0,10
204503160172961,Cadeaux d’Affaires ADLER,These ads ran without a disclaimer,1934.0,1
103342357751108,Roborock,These ads ran without a disclaimer,1933.0,15
179814358721796,VisitScotland – Office du tourisme d’Ecosse,These ads ran without a disclaimer,1933.0,3
35918214331,XXI - Vingt et Un,These ads ran without a disclaimer,1930.0,31
389163447786734,World Forum for Democracy / Forum mondial de la Démocratie,World Forum for Democracy / Forum mondial de la Démocratie,1929.0,17
187737258592344,Cyprus Hope IVF Consultation,These ads ran without a disclaimer,1929.0,4
101150648627223,Episto,Episto,1928.0,210
106351667727186,Financement pompe à chaleur,These ads ran without a disclaimer,1927.0,10
139991002765655,RoseUp Association - Rose magazine,RoseUp Association - Rose magazine,1927.0,30
489624677833363,Caliquo,These ads ran without a disclaimer,1924.0,14
115366836686423,Regrow My Planet,These ads ran without a disclaimer,1923.0,1096
1709232389102210,Leyland Corporate Services,These ads ran without a disclaimer,1920.0,2
112143057190953,Philippe Torre,Philippe Torre,1914.0,20
1238173096287495,Azur Games,These ads ran without a disclaimer,1913.0,38
110186227549578,Neo,These ads ran without a disclaimer,1911.0,87
1880137735634388,L'Essor Isère,L'Essor Isère,1908.0,42
105142541878801,EDUCA PLUS,These ads ran without a disclaimer,1907.0,7
117398214969167,Région Sud Provence-Alpes-Côte d'Azur,These ads ran without a disclaimer,1905.0,18
135667330101364,"Aux captifs, la libération","Aux captifs, la libération",1904.0,122
109339070837432,Université Numérique de La Réunion,NAWAR PRODUCTIONS,1903.0,116
196115627088595,Entre infirmières libérales,These ads ran without a disclaimer,1902.0,8
358068827613823,SNCF Voyageurs,These ads ran without a disclaimer,1902.0,14
2666453953382832,Projet Biocarburant TH2,Projet TH2,1894.0,138
44221826665,Les Numériques,These ads ran without a disclaimer,1893.0,7
463705930368887,Réseau Action Climat,Loopsider,1890.0,7
102288651573737,Votul Diasporei,"L'association ""Votul Diasporei""",1889.0,38
109710532128316,Trend Senjoy,These ads ran without a disclaimer,1885.0,7
156027427931155,Bois de Rose,Thomas Andry Alexandre Rakotomalala,1884.0,7
101156624603468,Pompe à Chaleur Economie.Com,These ads ran without a disclaimer,1883.0,9
123052652430201,Kunnto Summer,Amélie Olivia,1883.0,83
191035180963703,Huawei Enterprise,These ads ran without a disclaimer,1883.0,43
1799781306789360,Arizona Distrib.,Arizona Distribution,1882.0,67
113867291960497,Bitdefender,These ads ran without a disclaimer,1880.0,45
918103368203531,IZI by EDF,These ads ran without a disclaimer,1874.0,4
267506846719855,Thomas Gassilloud,Thomas Gassilloud,1873.0,50
164361346909819,Caisse des Dépôts,These ads ran without a disclaimer,1869.0,11
103692711104070,Écobag'S,These ads ran without a disclaimer,1866.0,44
248039519074498,upply,Upply,1865.0,14
954594561331178,Bons plans chauffage,These ads ran without a disclaimer,1863.0,3
319730025448728,TOGETHERBAND,These ads ran without a disclaimer,1863.0,25
1120039184705967,Panda Tea,These ads ran without a disclaimer,1861.0,7
423965527670092,Forum Vies Mobiles,Forum Vies Mobiles,1860.0,15
281821631644,Gallimard Jeunesse Romans,Arnaud Baudry,1860.0,5
108751529173000,EuroCité,EuroCité,1859.0,11
109489047289,Ruban Rose,MAKE,1859.0,11
108033153093141,E-flowerpower,These ads ran without a disclaimer,1857.0,5
106750996025532,National Geographic,These ads ran without a disclaimer,1857.0,5
9217671290,TÊTU,têtu·,1856.0,14
839832142857967,Grand Fermage,Eurial (Grand Fermage),1854.0,30
107137688230,Gaumont,Gaumont,1852.0,6
131254970248534,Pocket,These ads ran without a disclaimer,1851.0,3
1454840781433369,TGV Lyria,These ads ran without a disclaimer,1851.0,5
93185073892,Sommet de l'Elevage,Sommet de l'Elevage,1850.0,10
103305791905319,Coalition-éducation,En marche,1849.0,8
1130594003623864,OMPE,OMPE,1842.0,18
445351199335704,Maison de ma région - Rodez,La Région Occitanie / Pyrénées-Méditerranée,1834.0,10
756781951198302,Direct Tsion,Jacob Jephté Cohen,1834.0,26
108480697956629,BrutX,These ads ran without a disclaimer,1834.0,14
139458839489992,Le Républicain d'Uzès,Le Républicain d'Uzès,1833.0,46
673176549370550,Méditation Transcendantale - France,These ads ran without a disclaimer,1830.0,7
363130484506791,Umaï,These ads ran without a disclaimer,1830.0,26
117052796829454,Tespastouteseule,FR-CIDFF PACA,1829.0,3
361932897649190,Kévin Mauvieux - Député de l’Eure,Kévin MAUVIEUX - Député de l'Eure,1827.0,21
2009806149306205,CPIC,These ads ran without a disclaimer,1824.0,5
106626487721376,Amazon Europe,These ads ran without a disclaimer,1821.0,2
114627710453145,Energies Françaises,Webitix,1819.0,68
149306629191,Ville de Grenoble,Ville de Grenoble,1818.0,10
105418781723511,GETTR,These ads ran without a disclaimer,1818.0,1
101475298849213,Investisseurs Malins,These ads ran without a disclaimer,1815.0,8
588474811330387,Harnois - Combles&Travaux,These ads ran without a disclaimer,1814.0,21
114738487010987,Braindom2: Who is lying?,These ads ran without a disclaimer,1813.0,29
108848764222543,Débat public sur le projet d'éoliennes flottantes au sud de la Bretagne,Commission nationale du débat public,1812.0,24
248767351880869,Sophos,These ads ran without a disclaimer,1811.0,6
628433030587883,Søstrene Grene,These ads ran without a disclaimer,1808.0,8
101443396349638,Association pour la transition Bas Carbone - ABC,These ads ran without a disclaimer,1807.0,5
215138065124,Louis Vuitton,These ads ran without a disclaimer,1806.0,3
157760487571171,Juritravail,Juritravail,1806.0,43
107907416503241,Complémentaire Retraite des Hospitaliers - CRH,These ads ran without a disclaimer,1805.0,21
1978957495682680,Wan2bee,SOPRA STERIA,1803.0,39
101281058811391,Astuce de Fin du Mois,Destin Commun,1802.0,61
449282445418073,Irish Foreign Ministry,These ads ran without a disclaimer,1800.0,1
579711169033602,Massimo Ungaro,Massimo Ungaro,1800.0,18
123440511000645,Les Echos,These ads ran without a disclaimer,1797.0,35
110287423826184,Econhome,These ads ran without a disclaimer,1797.0,6
491891557553645,ifaw,These ads ran without a disclaimer,1794.0,93
111707526899321,Primes Energie Habitat,These ads ran without a disclaimer,1793.0,1
1629868510562703,Alliance pour le Finistère,Alliance pour le Finistère,1791.0,24
202169223274351,AÉSIO mutuelle,These ads ran without a disclaimer,1788.0,15
2795331403829232,Caroline Roose,"Caroline Roose, Groupe Verts-ALE au Parlement européen",1784.0,53
101915639887957,Orpi France,These ads ran without a disclaimer,1782.0,1
858134500912258,Cinéma documentaire,LuckyTime,1782.0,45
699880910457299,Infinity Use,Infinity Use,1780.0,55
256177867764908,Les Rencontres de Cannes - Débats  #RDCannes,Les Rencontres de Cannes,1780.0,9
116327291823873,Imagine For Margo - Children without Cancer,Imagine For Margo - Children without Cancer,1777.0,16
107367487764770,Reduc' Finances,These ads ran without a disclaimer,1772.0,10
390358001609647,Ressource Énergie,Fabrice Franck Dupont,1771.0,11
106735337720709,Ma Prime Éco,These ads ran without a disclaimer,1765.0,31
400493910018513,UDI,UDI • Les Européens,1765.0,6
312818162932737,Clim Confort,These ads ran without a disclaimer,1763.0,7
315718434933,Crédit Agricole,These ads ran without a disclaimer,1761.0,8
1712987748963342,Lexus,These ads ran without a disclaimer,1761.0,6
276004372428994,Prysmian Group,These ads ran without a disclaimer,1759.0,17
101443396349638,Association pour la transition Bas Carbone - ABC,Association pour la transition Bas Carbone - ABC,1758.0,34
448298669259039,UNPF,Etienne Bernard Kraeutler,1757.0,133
398037717453084,Santé Senior Assur',These ads ran without a disclaimer,1755.0,69
625895487586093,On Peut Faire Mieux,On Peut Faire Mieux,1752.0,45
1453950118203438,China Xinhua News,Figaro Partner,1752.0,8
113897107126158,Maison de Ma région - Saint-Gaudens,La Région Occitanie / Pyrénées-Méditerranée,1749.0,10
2126290474153434,Criss Bellini,These ads ran without a disclaimer,1744.0,5
545582345489417,Yoann Gillet,Yoann Gillet,1743.0,14
148818025170822,Histoire TV,These ads ran without a disclaimer,1743.0,7
321102471315265,Elues Locales,These ads ran without a disclaimer,1741.0,8
111666687248797,Donna Shoes,These ads ran without a disclaimer,1735.0,1
2261455427282943,Éco Logìcs Store,These ads ran without a disclaimer,1734.0,7
109065964017766,SaveOcean,SaveOcean,1731.0,115
105200332023251,Permis de conduire Financé CPF par Lepermislibre,These ads ran without a disclaimer,1731.0,2
100298925016233,La Mop Magique,These ads ran without a disclaimer,1729.0,64
273053169937029,ClimateHero,These ads ran without a disclaimer,1728.0,2
103896888791817,Ça Saône,EPTB Saône & Doubs,1727.0,88
348780149197540,Institut Culinaire de France,These ads ran without a disclaimer,1726.0,3
93745060700,CARE,These ads ran without a disclaimer,1726.0,60
658704684262078,Figaro Partner,Figaro Partner,1725.0,5
34823056709,MASIA ONE,These ads ran without a disclaimer,1720.0,40
102631568744068,Je soutiens la recherche sur le cancer,Centre International de Recherche sur le Cancer,1719.0,45
2032866280352189,Pacte Isolation Energie,These ads ran without a disclaimer,1712.0,5
611637712325503,Sunzil Océan Indien,These ads ran without a disclaimer,1709.0,13
121852905877303,900.care,These ads ran without a disclaimer,1709.0,15
335889977010859,Campagne d'Isolation à 1€,These ads ran without a disclaimer,1706.0,7
318387725330017,ManaMani,ManaMani,1705.0,70
113441317453645,Dalma.,These ads ran without a disclaimer,1705.0,9
104908394398833,Débat Impactons,Commission nationale du débat public,1704.0,25
181480351879611,Journal L'Alsace,Journal L'Alsace,1701.0,28
105021447942876,Parti-GAAP,Rodolphe Artaud,1701.0,65
118805244837959,Acadomia,These ads ran without a disclaimer,1701.0,71
182780988495923,CroissancePlus Grandir Ensemble,CroissancePlus,1700.0,15
112135342201367,discours.fr,discours.fr,1700.0,17
212434006141,Cerveau & Psycho,Cerveau & Psycho,1698.0,22
211911282168656,Métropole Européenne de Lille,Métropole Européenne de Lille,1697.0,4
107129398382988,Panthéon Des Oubliés,SOS Racisme,1697.0,5
2331414670425861,Kévin Pfeffer,Kévin Pfeffer,1692.0,37
133422104018633,Bolt,These ads ran without a disclaimer,1689.0,7
360872200698949,Afev France,Afev France,1689.0,242
102546788149587,Cleverandgreen,Le Repère des Affaires,1689.0,48
1475021579184485,Mon Petit Placement,These ads ran without a disclaimer,1686.0,110
110571881480088,jesuisEUcolo,Association des Conseils en Innovation (ACI),1685.0,13
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,1684.0,210
505039262857164,Les Petits Frenchies,Les Petits Frenchies,1681.0,36
506066109596252,Hellio,Hellio,1681.0,56
731396580937044,FastEasy Daily Fasting & Diet,These ads ran without a disclaimer,1680.0,13
503083896393844,Ensemble Pour l'Eure,Ensemble Pour l'Eure,1676.0,10
106614819861721,CMA Nouvelle-Aquitaine,Logo du marchand Chambre régionale de métiers et de l'artisanat de Nouvelle-Aquitaine,1672.0,1
130249687147314,Tartine et Chocolat,These ads ran without a disclaimer,1670.0,4
115058258596193,Jaguar,These ads ran without a disclaimer,1670.0,8
1849142045325091,MediaNews,These ads ran without a disclaimer,1670.0,80
342745300149,Camif,These ads ran without a disclaimer,1669.0,15
645355275615156,Expat Tax Online,These ads ran without a disclaimer,1667.0,53
167382439802584,Energycom France,ENERGYCOM FRANCE,1667.0,84
270917363349663,The Adecco Group,These ads ran without a disclaimer,1665.0,19
911432145562840,Les Tuche,These ads ran without a disclaimer,1664.0,1
248881345939731,Joovence,These ads ran without a disclaimer,1660.0,58
213061972037306,Schaeffler,These ads ran without a disclaimer,1657.0,1
1413875238876282,Paname Distribution,Paname Distribution,1656.0,54
112777459517,France 3 Centre-Val de Loire,France 3 Centre-Val de Loire,1654.0,4
